"site_id","datetime","reference_datetime","family","variable","model_id","depth_m","parameter","prediction"
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"24",14.9143909010773
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"25",10.9966211557803
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"26",16.9279503755792
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"27",18.0063018551274
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"28",13.7320049337783
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"29",12.5817543119476
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"30",16.0233207612909
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"31",12.6283571649286
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"32",11.9161749142316
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"33",12.7569166593987
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"34",16.0452213091569
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"35",14.5991630035564
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"36",14.8654759154521
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"37",15.5417659368373
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"38",15.593230737506
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"39",12.4972403156814
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"40",16.3330848235372
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"41",16.2606255020822
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"42",17.0940017866782
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"43",12.4843018056544
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"44",15.256196910491
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"45",16.5697407952718
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"46",12.5974776675756
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"47",14.4515637607222
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"48",12.0550560086856
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"49",15.4115382551376
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"50",12.6078686861584
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"51",11.906572425592
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"52",14.9288958345365
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"53",14.8742930167718
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"54",26.1680770650046
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"55",19.4339668708132
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"56",14.9733148497491
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"57",11.1357335894861
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"58",13.9090858268542
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"59",22.6223284438664
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"60",14.9733148497491
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"61",15.8819527712352
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"62",15.3375579744929
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"63",14.2860839296472
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"64",14.4491645876423
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"65",17.5768743951101
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"66",18.9543591778021
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"67",14.9747322400069
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"68",14.1137445773543
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"69",14.0547073360613
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"70",14.7884392506223
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"71",14.9769300469382
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"72",12.4972403156814
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"73",15.3425419266929
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"74",18.1140994507317
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"75",13.7999502312968
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"76",17.4630610054351
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"77",16.0576355857606
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"78",14.0506883515482
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"79",14.3583227235895
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"80",18.2053828085986
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"81",13.7616984727794
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"82",13.2591558099704
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"83",13.0157004973163
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"84",16.3135022847689
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"85",15.9817775074131
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"86",13.9190571909463
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"87",11.8231125815056
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"88",17.459928270255
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"89",14.6894612213902
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"90",20.3603098491064
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"91",11.2182632403199
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"92",12.6501663048866
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"93",18.1140994507317
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"94",15.2781923667739
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"95",16.4269865820318
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"96",15.3293359131197
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"97",13.7292590611937
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"98",14.5237351337345
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"99",16.0897859283958
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"100",14.970850283496
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"101",13.984359951476
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"102",15.6715940713184
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"103",12.692368994114
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"104",15.7042143866923
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"105",15.2884399378122
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"106",18.7001301169597
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"107",15.599162703488
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"108",14.1085992154048
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"109",19.4675200824854
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"110",15.0691189039861
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"111",14.3199015260377
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"112",13.971294341359
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"113",15.7945134276586
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"114",12.3133031229402
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"115",15.3944683396601
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"116",14.832344948038
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"117",17.8721770468979
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"118",16.5558786662915
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"119",17.2875362227212
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"120",15.2884399378122
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"121",14.3167155264246
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"122",15.4970480266401
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"123",14.5531037977188
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"124",14.2129752042644
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"125",9.15254971108897
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"126",16.0790299733262
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"127",16.5981220756742
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"128",18.2615025249092
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"129",12.7499226365661
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"130",16.5558786662915
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"131",14.0253534131756
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"132",13.8648931031695
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"133",16.7582874519835
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"134",17.0954897845862
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"135",14.809378731783
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"136",15.089481424886
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"137",17.8755844244687
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"138",13.7320049337783
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"139",15.1290141087377
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"140",14.401091509974
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"141",11.9471447391459
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"142",10.7209177407788
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"143",16.428705513063
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"144",14.971782752914
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"145",14.291671671331
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"146",12.5817543119476
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"147",13.2318722660821
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"148",16.9325115028613
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"149",15.9035550330529
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"150",12.6501663048866
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"151",16.3952512724087
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"152",15.3425419266929
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"153",15.599162703488
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"154",17.2652466207915
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"155",14.7940124680652
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"156",15.5330049332854
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"157",12.0514326623392
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"158",14.6344501882603
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"159",19.5731560298956
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"160",17.2872283805593
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"161",15.473169016015
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"162",16.6433759146235
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"163",15.0545051504445
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"164",15.0694498006227
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"165",17.0370229053635
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"166",16.805704119135
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"167",20.1173232823479
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"168",14.9143909010773
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"169",12.5577322078576
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"170",14.9794787906502
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"171",10.7736472191473
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"172",16.115794623214
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"173",13.512433087867
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"174",15.599162703488
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"175",11.3828611320765
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"176",13.5762548581476
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"177",14.0663556888195
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"178",16.3531183000258
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"179",14.9728894042902
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"180",14.9749261075527
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"181",14.8215830761967
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"182",13.9333539519272
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"183",15.5157691074463
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"184",16.2606255020822
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"185",13.5863289481998
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"186",13.7598560027486
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"187",16.8965715676542
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"188",13.957460041348
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"189",15.421509225514
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"190",14.8718752375604
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"191",12.081101259098
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"192",12.7947337362644
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"193",13.9766501884544
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"194",13.2870019181711
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"195",14.9724542892951
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"196",14.4241758008867
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"197",17.4631127036792
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"198",17.1955917500097
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"199",16.0430714789298
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"200",15.4970480266401
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"201",15.8900056905575
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"202",14.5804499767016
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"203",13.5731784162054
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"204",14.9741379931528
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"205",15.0589628443039
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"206",13.8138544535847
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"207",11.9961769709763
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"208",16.1874533243193
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"209",15.2245513061392
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"210",10.9628277839631
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"211",21.9260329684608
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"212",12.6920726227948
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"213",18.8009635896409
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"214",13.9781618745635
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"215",16.3740165086384
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"216",16.2566979280618
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"217",14.2057708463741
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"218",11.1930199918143
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"219",13.2381758215458
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"220",14.9290505628109
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"221",14.4422924021594
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"222",14.9756813820145
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"223",13.7196272754926
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"224",14.9758653086436
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"225",15.5226883865009
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"226",10.4512870796516
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"227",19.0810870898925
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"228",14.5308617003927
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"229",15.1426161390527
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"230",14.9760473389904
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"231",14.9501929183774
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"232",14.9691076583383
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"233",14.9706102280303
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"234",9.63842837636919
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"235",14.9703672976236
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"236",16.7632488466051
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"237",15.9035550330529
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"238",12.0123987609129
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"239",15.8819527712352
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"240",14.9713219713294
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"241",12.7982109868962
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"242",11.9839510081644
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"243",15.8334804360274
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"244",13.3273370320388
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"245",15.5563376263504
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"246",16.9854896700694
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"247",14.9456688932629
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"248",15.6030958045752
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"249",14.9753077201593
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"250",21.5611854738099
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"251",15.3592494531905
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"252",8.84849057097931
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"253",13.5603131203205
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"254",15.5490055055157
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"255",13.6039432644613
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"256",14.2165482914183
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"257",14.276389141079
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"258",14.171892969212
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"259",20.1173232823479
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"260",17.812882231878
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"261",14.6491675028855
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"262",13.6701431258483
"bvre",2023-09-27,2023-09-27,"ensemble","Chla_ugL","fableETS",1.5,"263",15.5591716606228
