"site_id","model_id","datetime","variable","depth_m","observation","prediction"
"bvre","ETS",2020-07-17,"Chla_ugL",1.6,3.86881944444444,4.23087367505187
"bvre","ETS",2020-07-18,"Chla_ugL",1.6,2.66937062937063,3.95939815954876
"bvre","ETS",2020-07-19,"Chla_ugL",1.6,2.31444444444444,2.75991330969017
"bvre","ETS",2020-07-20,"Chla_ugL",1.6,1.89951388888889,2.40485793223129
"bvre","ETS",2020-07-21,"Chla_ugL",1.6,2.09111111111111,1.98988283181255
"bvre","ETS",2020-07-22,"Chla_ugL",1.6,1.89555555555556,2.18142939229505
"bvre","ETS",2020-07-23,"Chla_ugL",1.6,1.84587412587413,1.98588403611941
"bvre","ETS",2020-07-24,"Chla_ugL",1.6,2.05444444444444,1.93617398493459
"bvre","ETS",2020-07-25,"Chla_ugL",1.6,2.16444444444444,2.14473024989438
"bvre","ETS",2020-07-26,"Chla_ugL",1.6,1.88458333333333,2.25474209839975
"bvre","ETS",2020-07-27,"Chla_ugL",1.6,1.58375,1.97488303405717
"bvre","ETS",2020-07-28,"Chla_ugL",1.6,1.48854166666667,1.67401268099768
"bvre","ETS",2020-07-29,"Chla_ugL",1.6,1.70152777777778,1.57876518650773
"bvre","ETS",2020-07-30,"Chla_ugL",1.6,1.81659722222222,1.79173268732957
"bvre","ETS",2020-07-31,"Chla_ugL",1.6,1.95125,1.9068144294617
"bvre","ETS",2020-08-01,"Chla_ugL",1.6,3.95527777777778,2.04146969046099
"bvre","ETS",2020-08-02,"Chla_ugL",1.6,2.77180555555556,4.04550155346873
"bvre","ETS",2020-08-03,"Chla_ugL",1.6,2.90451388888889,2.86222136540389
"bvre","ETS",2020-08-04,"Chla_ugL",1.6,2.71381944444444,2.99480204910175
"bvre","ETS",2020-08-05,"Chla_ugL",1.6,2.33784722222222,2.80411189694003
"bvre","ETS",2020-08-06,"Chla_ugL",1.6,2.65683098591549,2.42811160608443
"bvre","ETS",2020-08-07,"Chla_ugL",1.6,2.80131944444444,2.74704859981507
"bvre","ETS",2020-08-08,"Chla_ugL",1.6,2.28451388888889,2.89155996867855
"bvre","ETS",2020-08-09,"Chla_ugL",1.6,2.44465277777778,2.37475996846083
"bvre","ETS",2020-08-10,"Chla_ugL",1.6,2.10486111111111,2.53483800971743
"bvre","ETS",2020-08-11,"Chla_ugL",1.6,2.01201388888889,2.19505342988924
"bvre","ETS",2020-08-12,"Chla_ugL",1.6,2.03560283687943,2.10216315336428
"bvre","ETS",2020-08-13,"Chla_ugL",1.6,2.3984328358209,2.12573377111777
"bvre","ETS",2020-08-14,"Chla_ugL",1.6,3.19788732394366,2.48855704740855
"bvre","ETS",2020-08-15,"Chla_ugL",1.6,4.80965034965035,3.28803872732775
"bvre","ETS",2020-08-16,"Chla_ugL",1.6,5.98986013986014,4.89987254505206
"bvre","ETS",2020-08-17,"Chla_ugL",1.6,4.30861313868613,6.08023461177262
"bvre","ETS",2020-08-18,"Chla_ugL",1.6,4.55972027972028,4.39909718253413
"bvre","ETS",2020-08-19,"Chla_ugL",1.6,3.62176056338028,4.65002675234674
"bvre","ETS",2020-08-20,"Chla_ugL",1.6,3.8189928057554,3.71208333022774
"bvre","ETS",2020-08-21,"Chla_ugL",1.6,4.50475524475524,3.90921250592375
"bvre","ETS",2020-08-22,"Chla_ugL",1.6,4.22333333333333,4.59498554423723
"bvre","ETS",2020-08-23,"Chla_ugL",1.6,3.43,4.31362338565268
"bvre","ETS",2020-08-24,"Chla_ugL",1.6,3.57979166666667,3.52025297758109
"bvre","ETS",2020-08-25,"Chla_ugL",1.6,3.61326388888889,3.66995608183135
"bvre","ETS",2020-08-26,"Chla_ugL",1.6,3.9790780141844,3.70343428152837
"bvre","ETS",2020-08-27,"Chla_ugL",1.6,4.39979166666667,4.06924267252626
"bvre","ETS",2020-08-28,"Chla_ugL",1.6,4.53972222222222,4.48998388469804
"bvre","ETS",2020-08-29,"Chla_ugL",1.6,4.60979166666667,4.62994755615915
"bvre","ETS",2020-08-30,"Chla_ugL",1.6,4.91652777777778,4.70002198892919
"bvre","ETS",2020-08-31,"Chla_ugL",1.6,6.43069444444444,5.00675603853843
"bvre","ETS",2020-09-01,"Chla_ugL",1.6,8.53229166666667,6.52094412833793
"bvre","ETS",2020-09-02,"Chla_ugL",1.6,7.87090909090909,8.6226836618227
"bvre","ETS",2020-09-03,"Chla_ugL",1.6,7.2686013986014,7.9615027946826
"bvre","ETS",2020-09-04,"Chla_ugL",1.6,6.434375,7.35911989759777
"bvre","ETS",2020-09-05,"Chla_ugL",1.6,6.58832167832168,6.52482423866271
"bvre","ETS",2020-09-06,"Chla_ugL",1.6,7.38937062937063,6.67867823287737
"bvre","ETS",2020-09-07,"Chla_ugL",1.6,7.60243055555556,7.4797334106383
"bvre","ETS",2020-09-08,"Chla_ugL",1.6,7.57847222222222,7.69286453419981
"bvre","ETS",2020-09-09,"Chla_ugL",1.6,8.51883211678832,7.66891851875921
"bvre","ETS",2020-09-10,"Chla_ugL",1.6,8.29055555555555,8.60926678632956
"bvre","ETS",2020-09-11,"Chla_ugL",1.6,8.409375,8.38107545914825
"bvre","ETS",2020-09-12,"Chla_ugL",1.6,11.1467361111111,8.49986295899256
"bvre","ETS",2020-09-13,"Chla_ugL",1.6,9.89545454545455,11.2372263973988
"bvre","ETS",2020-09-14,"Chla_ugL",1.6,9.25006993006993,9.98621034198364
"bvre","ETS",2020-09-15,"Chla_ugL",1.6,10.5575,9.34069140445174
"bvre","ETS",2020-09-16,"Chla_ugL",1.6,11.2770229007634,10.6480474693326
"bvre","ETS",2020-09-17,"Chla_ugL",1.6,11.7423776223776,11.3676921898365
"bvre","ETS",2020-09-18,"Chla_ugL",1.6,10.4003472222222,11.8331098712565
"bvre","ETS",2020-09-19,"Chla_ugL",1.6,10.4561971830986,10.4911172949933
"bvre","ETS",2020-09-20,"Chla_ugL",1.6,9.76076388888889,10.5468236804512
"bvre","ETS",2020-09-21,"Chla_ugL",1.6,9.00027972027972,9.85138703784773
"bvre","ETS",2020-09-22,"Chla_ugL",1.6,7.62513888888889,9.09082425902564
"bvre","ETS",2020-09-23,"Chla_ugL",1.6,7.84395833333333,7.71559841689823
"bvre","ETS",2020-09-24,"Chla_ugL",1.6,8.35048951048951,7.93427095524303
"bvre","ETS",2020-09-25,"Chla_ugL",1.6,9.77381944444444,8.44081491580032
"bvre","ETS",2020-09-26,"Chla_ugL",1.6,9.10608391608392,9.86418630427574
"bvre","ETS",2020-09-27,"Chla_ugL",1.6,9.52314685314685,9.19658450663579
"bvre","ETS",2020-09-28,"Chla_ugL",1.6,10.3365734265734,9.61357140885912
"bvre","ETS",2020-09-29,"Chla_ugL",1.6,10.4922916666667,10.4270305692814
"bvre","ETS",2020-09-30,"Chla_ugL",1.6,9.32755244755245,10.5828212513799
"bvre","ETS",2020-10-01,"Chla_ugL",1.6,9.29894736842105,9.41808881355628
"bvre","ETS",2020-10-02,"Chla_ugL",1.6,9.94451388888889,9.3893579624685
"bvre","ETS",2020-10-03,"Chla_ugL",1.6,11.5582517482517,10.0349124366627
"bvre","ETS",2020-10-04,"Chla_ugL",1.6,12.5571527777778,11.648705637363
"bvre","ETS",2020-10-05,"Chla_ugL",1.6,11.4664,12.6477591514278
"bvre","ETS",2020-10-06,"Chla_ugL",1.6,12.7075524475524,11.5570976393429
"bvre","ETS",2020-10-07,"Chla_ugL",1.6,10.4813888888889,12.7981314776797
"bvre","ETS",2020-10-08,"Chla_ugL",1.6,10.2484027777778,10.5720836553479
"bvre","ETS",2020-10-09,"Chla_ugL",1.6,13.106338028169,10.3388654376097
"bvre","ETS",2020-10-10,"Chla_ugL",1.6,14.1397222222222,13.1967677189358
"bvre","ETS",2020-10-11,"Chla_ugL",1.6,14.2647222222222,14.2304290698201
"bvre","ETS",2020-10-12,"Chla_ugL",1.6,14.6123076923077,14.3555235599808
"bvre","ETS",2020-10-13,"Chla_ugL",1.6,13.2195833333333,14.7031124173513
"bvre","ETS",2020-10-14,"Chla_ugL",1.6,11.6240845070423,13.3104140767263
"bvre","ETS",2020-10-15,"Chla_ugL",1.6,12.8654166666667,11.7147669049187
"bvre","ETS",2020-10-16,"Chla_ugL",1.6,11.1097902097902,12.9559298504475
"bvre","ETS",2020-10-17,"Chla_ugL",1.6,10.5598611111111,11.2004190589949
"bvre","ETS",2020-10-18,"Chla_ugL",1.6,10.785,10.6503050753478
"bvre","ETS",2020-10-19,"Chla_ugL",1.6,11.883125,10.8753797458092
"bvre","ETS",2020-10-20,"Chla_ugL",1.6,11.6951388888889,11.9735180503785
"bvre","ETS",2020-10-21,"Chla_ugL",1.6,12.1013286713287,11.7856329824269
"bvre","ETS",2020-10-22,"Chla_ugL",1.6,12.94,12.1917948068491
"bvre","ETS",2020-10-23,"Chla_ugL",1.6,13.0252447552448,13.0304976286868
"bvre","ETS",2020-10-24,"Chla_ugL",1.6,10.1678723404255,13.1158173651867
"bvre","ETS",2020-10-25,"Chla_ugL",1.6,17.9181818181818,10.2584449905217
"bvre","ETS",2020-10-26,"Chla_ugL",1.6,14.3609022556391,18.0084575723325
"bvre","ETS",2020-10-27,"Chla_ugL",1.6,14.9843971631206,14.4519463196871
"bvre","ETS",2020-10-28,"Chla_ugL",1.6,17.5718181818182,15.0750755906287
"bvre","ETS",2020-10-29,"Chla_ugL",1.6,17.2770992366412,17.6625494882309
"bvre","ETS",2020-10-30,"Chla_ugL",1.6,12.7026573426573,17.3680808243948
"bvre","ETS",2020-10-31,"Chla_ugL",1.6,12.1130555555556,12.793601199744
"bvre","ETS",2020-11-01,"Chla_ugL",1.6,9.75496503496504,12.203532005117
"bvre","ETS",2020-11-02,"Chla_ugL",1.6,9.05006993006993,9.84537375526779
"bvre","ETS",2020-11-03,"Chla_ugL",1.6,8.91013986013986,9.14023342380648
"bvre","ETS",2020-11-04,"Chla_ugL",1.6,8.89284722222222,9.00022369793461
"bvre","ETS",2020-11-05,"Chla_ugL",1.6,8.46874125874126,8.98290802217702
"bvre","ETS",2020-11-06,"Chla_ugL",1.6,7.23048611111111,8.55879139694313
"bvre","ETS",2020-11-07,"Chla_ugL",1.6,8.32881118881119,7.32048497815863
"bvre","ETS",2020-11-08,"Chla_ugL",1.6,9.38769230769231,8.4186767479753
"bvre","ETS",2020-11-09,"Chla_ugL",1.6,10.9218181818182,9.47765872849981
"bvre","ETS",2020-11-10,"Chla_ugL",1.6,13.8618571428571,11.0118814334945
"bvre","ETS",2020-11-11,"Chla_ugL",1.6,15.4765957446809,13.9520645710422
"bvre","ETS",2020-11-12,"Chla_ugL",1.6,13.2672535211268,15.5670884858489
"bvre","ETS",2020-11-13,"Chla_ugL",1.6,13.4994444444444,13.3578994828711
"bvre","ETS",2020-11-14,"Chla_ugL",1.6,12.8174125874126,13.5898599045221
"bvre","ETS",2020-11-15,"Chla_ugL",1.6,10.0949305555556,12.9078423806593
"bvre","ETS",2020-11-16,"Chla_ugL",1.6,7.20736111111111,10.1852834797804
"bvre","ETS",2020-11-17,"Chla_ugL",1.6,6.57902777777778,7.29743271597978
"bvre","ETS",2020-11-18,"Chla_ugL",1.6,5.94888111888112,6.66880109275493
"bvre","ETS",2020-11-19,"Chla_ugL",1.6,7.30555555555556,6.0385825783608
"bvre","ETS",2020-11-20,"Chla_ugL",1.6,6.5512676056338,7.39518462585149
"bvre","ETS",2020-11-21,"Chla_ugL",1.6,6.43083333333333,6.64102380589144
"bvre","ETS",2020-11-22,"Chla_ugL",1.6,7.06347222222222,6.52050500212661
"bvre","ETS",2020-11-23,"Chla_ugL",1.6,6.36380281690141,7.15312272274455
"bvre","ETS",2020-11-24,"Chla_ugL",1.6,7.52284722222222,6.45350788175665
"bvre","ETS",2020-11-25,"Chla_ugL",1.6,7.24335664335664,7.61247298106812
"bvre","ETS",2020-11-26,"Chla_ugL",1.6,6.94958041958042,7.33308963535838
"bvre","ETS",2020-11-27,"Chla_ugL",1.6,7.52965034965035,7.03927649485607
"bvre","ETS",2020-11-28,"Chla_ugL",1.6,6.97706293706294,7.61930789788866
"bvre","ETS",2020-11-29,"Chla_ugL",1.6,7.33618055555556,7.06676975080384
"bvre","ETS",2020-11-30,"Chla_ugL",1.6,6.77654929577465,7.42582295591664
"bvre","ETS",2020-12-01,"Chla_ugL",1.6,5.6925,6.86621881951315
"bvre","ETS",2020-12-02,"Chla_ugL",1.6,5.93160839160839,5.78210468334213
"bvre","ETS",2020-12-03,"Chla_ugL",1.6,6.40263889583333,6.0210954237711
"bvre","ETS",2020-12-04,"Chla_ugL",1.6,6.58471831690141,6.49214083695427
"bvre","ETS",2020-12-05,"Chla_ugL",1.6,5.31125874125874,6.67425847602874
"bvre","ETS",2020-12-06,"Chla_ugL",1.6,5.5841958041958,5.40080843985119
"bvre","ETS",2020-12-07,"Chla_ugL",1.6,5.71979020979021,5.67360887659771
"bvre","ETS",2020-12-08,"Chla_ugL",1.6,4.57510489510489,5.80922165120238
"bvre","ETS",2020-12-09,"Chla_ugL",1.6,4.87916666666667,4.66454120169299
"bvre","ETS",2020-12-10,"Chla_ugL",1.6,5.72465277777778,4.9684792568723
"bvre","ETS",2020-12-11,"Chla_ugL",1.6,5.99272727272727,5.81398673101961
"bvre","ETS",2020-12-12,"Chla_ugL",1.6,5.5119444375,6.08213697039647
"bvre","ETS",2020-12-13,"Chla_ugL",1.6,4.97993007692308,5.60137215696556
"bvre","ETS",2020-12-14,"Chla_ugL",1.6,4.47615384615385,5.06930077484557
"bvre","ETS",2020-12-15,"Chla_ugL",1.6,4.58506944444444,4.56546238119983
"bvre","ETS",2020-12-16,"Chla_ugL",1.6,5.18020833333333,4.67431853440479
"bvre","ETS",2020-12-17,"Chla_ugL",1.6,4.59811188811189,5.26945929095917
"bvre","ETS",2020-12-18,"Chla_ugL",1.6,4.39118055555556,4.68741367174023
"bvre","ETS",2020-12-19,"Chla_ugL",1.6,5.15423611111111,4.48041511805775
"bvre","ETS",2020-12-20,"Chla_ugL",1.6,5.2320979020979,5.243440857561
"bvre","ETS",2020-12-21,"Chla_ugL",1.6,4.89020979020979,5.32137017667381
"bvre","ETS",2020-12-22,"Chla_ugL",1.6,4.15326388888889,4.97948101093302
"bvre","ETS",2020-12-23,"Chla_ugL",1.6,4.92805555555556,4.2424920603197
"bvre","ETS",2020-12-24,"Chla_ugL",1.6,5.38916666666667,5.01720079713618
"bvre","ETS",2020-12-25,"Chla_ugL",1.6,4.34034965034965,5.47838053946251
"bvre","ETS",2020-12-26,"Chla_ugL",1.6,4.56727272727273,4.42960101785659
"bvre","ETS",2020-12-27,"Chla_ugL",1.6,5.03361111111111,4.6564100222859
"bvre","ETS",2020-12-28,"Chla_ugL",1.6,5.05791366906475,5.1227621301913
"bvre","ETS",2020-12-29,"Chla_ugL",1.6,4.514375,5.14710250124156
"bvre","ETS",2020-12-30,"Chla_ugL",1.6,5.18222222916667,4.60355745509026
"bvre","ETS",2020-12-31,"Chla_ugL",1.6,5.10402777777778,5.2713411652196
"bvre","ETS",2021-01-01,"Chla_ugL",1.6,5.88770833333333,5.19320473599679
"bvre","ETS",2021-01-02,"Chla_ugL",1.6,4.94859154929577,5.97686839101962
"bvre","ETS",2021-01-03,"Chla_ugL",1.6,5.64458332638889,5.03782140322747
"bvre","ETS",2021-01-04,"Chla_ugL",1.6,5.46006993006993,5.73371001650771
"bvre","ETS",2021-01-05,"Chla_ugL",1.6,5.26923076923077,5.54925747850274
"bvre","ETS",2021-01-06,"Chla_ugL",1.6,4.83328671328671,5.35839094905658
"bvre","ETS",2021-01-07,"Chla_ugL",1.6,5.29097222222222,4.92241893158107
"bvre","ETS",2021-01-08,"Chla_ugL",1.6,6.0881944375,5.38005174716226
"bvre","ETS",2021-01-09,"Chla_ugL",1.6,4.8006993006993,6.1773107603502
"bvre","ETS",2021-01-10,"Chla_ugL",1.6,5.29182481751825,4.88988685356201
"bvre","ETS",2021-01-11,"Chla_ugL",1.6,6.28777777777778,5.38087433810906
"bvre","ETS",2021-01-12,"Chla_ugL",1.6,5.48300697902098,6.37686740367335
"bvre","ETS",2021-01-13,"Chla_ugL",1.6,5.25013888888889,5.57218766065575
"bvre","ETS",2021-01-14,"Chla_ugL",1.6,5.46566433566434,5.33923005555493
"bvre","ETS",2021-01-15,"Chla_ugL",1.6,6.96368054861111,5.55472320440321
"bvre","ETS",2021-01-16,"Chla_ugL",1.6,6.59160838461538,7.05275181698276
"bvre","ETS",2021-01-17,"Chla_ugL",1.6,6.25342657342657,6.68082093813121
"bvre","ETS",2021-01-18,"Chla_ugL",1.6,6.76867132867133,6.34259299629522
"bvre","ETS",2021-01-19,"Chla_ugL",1.6,6.54180554861111,6.85779483897609
"bvre","ETS",2021-01-20,"Chla_ugL",1.6,6.35645831944444,6.63097181843766
"bvre","ETS",2021-01-21,"Chla_ugL",1.6,6.26576388888889,6.44559297564335
"bvre","ETS",2021-01-22,"Chla_ugL",1.6,6.08286713286713,6.3548710696962
"bvre","ETS",2021-01-23,"Chla_ugL",1.6,6.355763875,6.17195634465221
"bvre","ETS",2021-01-24,"Chla_ugL",1.6,7.8508333125,6.44482579299842
"bvre","ETS",2021-01-25,"Chla_ugL",1.6,8.60409721527778,7.93991338027113
"bvre","ETS",2021-01-26,"Chla_ugL",1.6,8.28124996527778,8.6933180563052
"bvre","ETS",2021-01-27,"Chla_ugL",1.6,7.09866196478873,8.37053744567311
"bvre","ETS",2021-01-28,"Chla_ugL",1.6,6.57874122377622,7.18790839484769
"bvre","ETS",2021-01-29,"Chla_ugL",1.6,6.26763888888889,6.66786031184354
"bvre","ETS",2021-01-30,"Chla_ugL",1.6,6.93666665972222,6.35669700711284
"bvre","ETS",2021-01-31,"Chla_ugL",1.6,9.17083327777778,7.02568455890107
"bvre","ETS",2021-02-01,"Chla_ugL",1.6,7.1279020979021,9.25990888545899
"bvre","ETS",2021-02-02,"Chla_ugL",1.6,5.9175,7.21719308814827
"bvre","ETS",2021-02-03,"Chla_ugL",1.6,6.0909090979021,6.00657758421537
"bvre","ETS",2021-02-04,"Chla_ugL",1.6,6.23666665972222,6.1798564191437
"bvre","ETS",2021-02-05,"Chla_ugL",1.6,6.84720276223776,6.3256224211999
"bvre","ETS",2021-02-06,"Chla_ugL",1.6,6.88839157342657,6.93616411662521
"bvre","ETS",2021-02-07,"Chla_ugL",1.6,6.82743053472222,6.97740520637601
"bvre","ETS",2021-02-08,"Chla_ugL",1.6,6.88979164583333,6.9164394090424
"bvre","ETS",2021-02-09,"Chla_ugL",1.6,7.22131943055556,6.97878549579129
"bvre","ETS",2021-02-10,"Chla_ugL",1.6,8.19243050694444,7.31031056343607
"bvre","ETS",2021-02-11,"Chla_ugL",1.6,8.96236109722222,8.28144577546047
"bvre","ETS",2021-02-12,"Chla_ugL",1.6,9.40437496527778,9.05146463518227
"bvre","ETS",2021-02-13,"Chla_ugL",1.6,8.69722220833333,9.49354667230568
"bvre","ETS",2021-02-14,"Chla_ugL",1.6,8.31951388194445,8.78642943477815
"bvre","ETS",2021-02-15,"Chla_ugL",1.6,8.85326386111111,8.40864139568033
"bvre","ETS",2021-02-16,"Chla_ugL",1.6,7.57319442361111,8.94234449816336
"bvre","ETS",2021-02-17,"Chla_ugL",1.6,6.66444444444444,7.66231988096331
"bvre","ETS",2021-02-18,"Chla_ugL",1.6,8.19146848951049,6.75343288628506
"bvre","ETS",2021-02-19,"Chla_ugL",1.6,6.55472220833333,8.28035665440702
"bvre","ETS",2021-02-20,"Chla_ugL",1.6,5.79776223776224,6.643754815429
"bvre","ETS",2021-02-21,"Chla_ugL",1.6,6.33559440559441,5.88662207561696
"bvre","ETS",2021-02-22,"Chla_ugL",1.6,7.15881118181818,6.42436937730199
"bvre","ETS",2021-02-23,"Chla_ugL",1.6,6.0336169929078,7.24763100545323
"bvre","ETS",2021-02-24,"Chla_ugL",1.6,6.02354165972222,6.12251065083163
"bvre","ETS",2021-02-25,"Chla_ugL",1.6,6.29888111188811,6.1123136760989
"bvre","ETS",2021-02-26,"Chla_ugL",1.6,7.60236109027778,6.38764317438163
"bvre","ETS",2021-02-27,"Chla_ugL",1.6,7.61972029370629,7.69114161588752
"bvre","ETS",2021-02-28,"Chla_ugL",1.6,8.4079166875,7.70862256415095
"bvre","ETS",2021-03-01,"Chla_ugL",1.6,8.51270834027778,8.49681166616874
"bvre","ETS",2021-03-02,"Chla_ugL",1.6,7.07106384397163,8.60167339458839
"bvre","ETS",2021-03-03,"Chla_ugL",1.6,6.71020831944444,7.16003078550981
"bvre","ETS",2021-03-04,"Chla_ugL",1.6,6.87234043971631,6.79902195972536
"bvre","ETS",2021-03-05,"Chla_ugL",1.6,6.63868055555556,6.9611089876319
"bvre","ETS",2021-03-06,"Chla_ugL",1.6,7.32069444444444,6.72745651293836
"bvre","ETS",2021-03-07,"Chla_ugL",1.6,7.81377618881119,7.40943797613839
"bvre","ETS",2021-03-08,"Chla_ugL",1.6,7.24207693076923,7.90257909323279
"bvre","ETS",2021-03-09,"Chla_ugL",1.6,6.34846153846154,7.33092048227122
"bvre","ETS",2021-03-10,"Chla_ugL",1.6,7.08062934265734,6.43723908756181
"bvre","ETS",2021-03-11,"Chla_ugL",1.6,7.63258742657343,7.16930831247612
"bvre","ETS",2021-03-12,"Chla_ugL",1.6,8.34874126573427,7.72133078373089
"bvre","ETS",2021-03-13,"Chla_ugL",1.6,8.4025874055944,8.43753092912208
"bvre","ETS",2021-03-14,"Chla_ugL",1.6,8.13576389583333,8.49143995068522
"bvre","ETS",2021-03-15,"Chla_ugL",1.6,9.81888112587413,8.22461300746916
"bvre","ETS",2021-03-16,"Chla_ugL",1.6,10.9414583194444,9.90769428757402
"bvre","ETS",2021-03-17,"Chla_ugL",1.6,9.63475526573426,11.0304310496209
"bvre","ETS",2021-03-18,"Chla_ugL",1.6,11.9129166666667,9.72383186123471
"bvre","ETS",2021-03-19,"Chla_ugL",1.6,9.38347221527778,12.0018529759228
"bvre","ETS",2021-03-20,"Chla_ugL",1.6,9.73916084615385,9.47262840356269
"bvre","ETS",2021-03-21,"Chla_ugL",1.6,9.58604164583333,9.82805458616839
"bvre","ETS",2021-03-22,"Chla_ugL",1.6,9.33133801408451,9.67496214250351
"bvre","ETS",2021-03-23,"Chla_ugL",1.6,11.4696503496503,9.42023432383677
"bvre","ETS",2021-03-24,"Chla_ugL",1.6,10.937361125,11.5585118297576
"bvre","ETS",2021-03-25,"Chla_ugL",1.6,10.6505593916084,11.0264281035959
"bvre","ETS",2021-03-26,"Chla_ugL",1.6,8.31930070629371,10.739564194769
"bvre","ETS",2021-03-27,"Chla_ugL",1.6,8.62347220833333,8.40826830749135
"bvre","ETS",2021-03-28,"Chla_ugL",1.6,9.92416666666667,8.71219722514651
"bvre","ETS",2021-03-29,"Chla_ugL",1.6,8.22055944755245,10.0129130168841
"bvre","ETS",2021-03-30,"Chla_ugL",1.6,10.1214685244755,8.30942759791513
"bvre","ETS",2021-03-31,"Chla_ugL",1.6,10.7438888958333,10.2101567085965
"bvre","ETS",2021-04-01,"Chla_ugL",1.6,9.19388888888889,10.8327585683024
"bvre","ETS",2021-04-02,"Chla_ugL",1.6,9.6172726993007,9.28281236349037
"bvre","ETS",2021-04-03,"Chla_ugL",1.6,10.9402097762238,9.70603187279011
"bvre","ETS",2021-04-04,"Chla_ugL",1.6,11.3096527777778,11.0290022299515
"bvre","ETS",2021-04-05,"Chla_ugL",1.6,12.1689431056911,11.3985688588291
"bvre","ETS",2021-04-06,"Chla_ugL",1.6,9.56444444444444,12.2578871636526
"bvre","ETS",2021-04-07,"Chla_ugL",1.6,10.4781944444444,9.65346622193994
"bvre","ETS",2021-04-08,"Chla_ugL",1.6,10.2364583333333,10.5669461441703
"bvre","ETS",2021-04-09,"Chla_ugL",1.6,9.51174825174825,10.3252927454599
"bvre","ETS",2021-04-10,"Chla_ugL",1.6,7.69776223776224,9.60054970089598
"bvre","ETS",2021-04-11,"Chla_ugL",1.6,3.76323943661972,7.78648252448094
"bvre","ETS",2021-04-12,"Chla_ugL",1.6,2.34173611111111,3.85176981161037
"bvre","ETS",2021-04-13,"Chla_ugL",1.6,2.19685314685315,2.42986359312663
"bvre","ETS",2021-04-14,"Chla_ugL",1.6,2.35576388888889,2.28482934792001
"bvre","ETS",2021-04-15,"Chla_ugL",1.6,1.95035211267606,2.44371672553541
"bvre","ETS",2021-04-16,"Chla_ugL",1.6,2.00027972027972,2.03831215273905
"bvre","ETS",2021-04-17,"Chla_ugL",1.6,2.458125,2.08819032586779
"bvre","ETS",2021-04-18,"Chla_ugL",1.6,2.48680555555556,2.54603172312826
"bvre","ETS",2021-04-19,"Chla_ugL",1.6,2.81875,2.5747493625072
"bvre","ETS",2021-04-20,"Chla_ugL",1.6,3.08216783216783,2.90668782479705
"bvre","ETS",2021-04-21,"Chla_ugL",1.6,2.81298611111111,3.17013007539232
"bvre","ETS",2021-04-22,"Chla_ugL",1.6,2.91180555555556,2.90096600843686
"bvre","ETS",2021-04-23,"Chla_ugL",1.6,3.3058041958042,2.99974966015885
"bvre","ETS",2021-04-24,"Chla_ugL",1.6,4.44777777777778,3.39374932785586
"bvre","ETS",2021-04-25,"Chla_ugL",1.6,3.81923611111111,4.53575337804642
"bvre","ETS",2021-04-26,"Chla_ugL",1.6,3.53194444444444,3.90731747694467
"bvre","ETS",2021-04-27,"Chla_ugL",1.6,3.43451388888889,3.61995407773245
"bvre","ETS",2021-04-28,"Chla_ugL",1.6,2.72506944444444,3.52248594037893
"bvre","ETS",2021-04-29,"Chla_ugL",1.6,2.82405594405594,2.81302306558279
"bvre","ETS",2021-04-30,"Chla_ugL",1.6,2.17513888888889,2.91192965119251
"bvre","ETS",2021-05-01,"Chla_ugL",1.6,2.4425,2.26301384327179
