"datetime","site_id","project_id","duration","depth_m","variable","observation"
2020-09-03,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.2686013986014
2020-09-04,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.434375
2020-09-05,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.58832167832168
2020-09-06,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.38937062937063
2020-09-07,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.60243055555556
2020-09-08,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.57847222222222
2020-09-09,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.51883211678832
2020-09-10,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.29055555555555
2020-09-11,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.409375
2020-09-12,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",11.1467361111111
2020-09-13,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.89545454545455
2020-09-14,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.25006993006993
2020-09-15,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.5575
2020-09-16,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",11.2770229007634
2020-09-17,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",11.7423776223776
2020-09-18,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.4003472222222
2020-09-19,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.4561971830986
2020-09-20,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.76076388888889
2020-09-21,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.00027972027972
2020-09-22,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.62513888888889
2020-09-23,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.84395833333333
2020-09-24,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.35048951048951
2020-09-25,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.77381944444444
2020-09-26,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.10608391608392
2020-09-27,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.52314685314685
2020-09-28,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.3365734265734
2020-09-29,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.4922916666667
2020-09-30,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.32755244755245
2020-10-01,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.29894736842105
2020-10-02,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.94451388888889
2020-10-03,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",11.5582517482517
2020-10-04,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",12.5571527777778
2020-10-05,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",11.4664
2020-10-06,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",12.7075524475524
2020-10-07,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.4813888888889
2020-10-08,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.2484027777778
2020-10-09,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",13.106338028169
2020-10-10,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",14.1397222222222
2020-10-11,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",14.2647222222222
2020-10-12,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",14.6123076923077
2020-10-13,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",13.2195833333333
2020-10-14,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",11.6240845070423
2020-10-15,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",12.8654166666667
2020-10-16,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",11.1097902097902
2020-10-17,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.5598611111111
2020-10-18,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.785
2020-10-19,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",11.883125
2020-10-20,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",11.6951388888889
2020-10-21,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",12.1013286713287
2020-10-22,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",12.94
2020-10-23,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",13.0252447552448
2020-10-24,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.1678723404255
2020-10-25,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",17.9181818181818
2020-10-26,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",14.3609022556391
2020-10-27,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",14.9843971631206
2020-10-28,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",17.5718181818182
2020-10-29,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",17.2770992366412
2020-10-30,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",12.7026573426573
2020-10-31,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",12.1130555555556
2020-11-01,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.75496503496504
2020-11-02,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.05006993006993
2020-11-03,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.91013986013986
2020-11-04,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.89284722222222
2020-11-05,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.46874125874126
2020-11-06,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.23048611111111
2020-11-07,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.32881118881119
2020-11-08,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.38769230769231
2020-11-09,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.9218181818182
2020-11-10,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",13.8618571428571
2020-11-11,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",15.4765957446809
2020-11-12,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",13.2672535211268
2020-11-13,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",13.4994444444444
2020-11-14,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",12.8174125874126
2020-11-15,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.0949305555556
2020-11-16,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.20736111111111
2020-11-17,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.57902777777778
2020-11-18,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.94888111888112
2020-11-19,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.30555555555556
2020-11-20,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.5512676056338
2020-11-21,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.43083333333333
2020-11-22,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.06347222222222
2020-11-23,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.36380281690141
2020-11-24,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.52284722222222
2020-11-25,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.24335664335664
2020-11-26,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.94958041958042
2020-11-27,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.52965034965035
2020-11-28,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.97706293706294
2020-11-29,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.33618055555556
2020-11-30,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.77654929577465
2020-12-01,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.6925
2020-12-02,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.93160839160839
2020-12-03,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.40263889583333
2020-12-04,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.58471831690141
2020-12-05,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.31125874125874
2020-12-06,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.5841958041958
2020-12-07,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.71979020979021
2020-12-08,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.57510489510489
2020-12-09,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.87916666666667
2020-12-10,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.72465277777778
2020-12-11,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.99272727272727
2020-12-12,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.5119444375
2020-12-13,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.97993007692308
2020-12-14,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.47615384615385
2020-12-15,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.58506944444444
2020-12-16,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.18020833333333
2020-12-17,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.59811188811189
2020-12-18,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.39118055555556
2020-12-19,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.15423611111111
2020-12-20,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.2320979020979
2020-12-21,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.89020979020979
2020-12-22,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.15326388888889
2020-12-23,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.92805555555556
2020-12-24,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.38916666666667
2020-12-25,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.34034965034965
2020-12-26,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.56727272727273
2020-12-27,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.03361111111111
2020-12-28,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.05791366906475
2020-12-29,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.514375
2020-12-30,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.18222222916667
2020-12-31,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.10402777777778
2021-01-01,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.88770833333333
2021-01-02,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.94859154929577
2021-01-03,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.64458332638889
2021-01-04,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.46006993006993
2021-01-05,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.26923076923077
2021-01-06,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.83328671328671
2021-01-07,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.29097222222222
2021-01-08,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.0881944375
2021-01-09,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.8006993006993
2021-01-10,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.29182481751825
2021-01-11,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.28777777777778
2021-01-12,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.48300697902098
2021-01-13,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.25013888888889
2021-01-14,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.46566433566434
2021-01-15,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.96368054861111
2021-01-16,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.59160838461538
2021-01-17,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.25342657342657
2021-01-18,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.76867132867133
2021-01-19,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.54180554861111
2021-01-20,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.35645831944444
2021-01-21,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.26576388888889
2021-01-22,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.08286713286713
2021-01-23,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.355763875
2021-01-24,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.8508333125
2021-01-25,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.60409721527778
2021-01-26,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.28124996527778
2021-01-27,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.09866196478873
2021-01-28,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.57874122377622
2021-01-29,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.26763888888889
2021-01-30,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.93666665972222
2021-01-31,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.17083327777778
2021-02-01,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.1279020979021
2021-02-02,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.9175
2021-02-03,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.0909090979021
2021-02-04,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.23666665972222
2021-02-05,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.84720276223776
2021-02-06,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.88839157342657
2021-02-07,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.82743053472222
2021-02-08,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.88979164583333
2021-02-09,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.22131943055556
2021-02-10,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.19243050694444
2021-02-11,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.96236109722222
2021-02-12,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.40437496527778
2021-02-13,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.69722220833333
2021-02-14,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.31951388194445
2021-02-15,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.85326386111111
2021-02-16,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.57319442361111
2021-02-17,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.66444444444444
2021-02-18,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.19146848951049
2021-02-19,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.55472220833333
2021-02-20,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",5.79776223776224
2021-02-21,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.33559440559441
2021-02-22,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.15881118181818
2021-02-23,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.0336169929078
2021-02-24,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.02354165972222
2021-02-25,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.29888111188811
2021-02-26,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.60236109027778
2021-02-27,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.61972029370629
2021-02-28,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.4079166875
2021-03-01,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.51270834027778
2021-03-02,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.07106384397163
2021-03-03,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.71020831944444
2021-03-04,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.87234043971631
2021-03-05,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.63868055555556
2021-03-06,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.32069444444444
2021-03-07,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.81377618881119
2021-03-08,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.24207693076923
2021-03-09,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",6.34846153846154
2021-03-10,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.08062934265734
2021-03-11,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.63258742657343
2021-03-12,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.34874126573427
2021-03-13,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.4025874055944
2021-03-14,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.13576389583333
2021-03-15,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.81888112587413
2021-03-16,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.9414583194444
2021-03-17,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.63475526573426
2021-03-18,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",11.9129166666667
2021-03-19,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.38347221527778
2021-03-20,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.73916084615385
2021-03-21,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.58604164583333
2021-03-22,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.33133801408451
2021-03-23,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",11.4696503496503
2021-03-24,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.937361125
2021-03-25,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.6505593916084
2021-03-26,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.31930070629371
2021-03-27,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.62347220833333
2021-03-28,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.92416666666667
2021-03-29,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",8.22055944755245
2021-03-30,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.1214685244755
2021-03-31,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.7438888958333
2021-04-01,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.19388888888889
2021-04-02,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.6172726993007
2021-04-03,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.9402097762238
2021-04-04,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",11.3096527777778
2021-04-05,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",12.1689431056911
2021-04-06,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.56444444444444
2021-04-07,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.4781944444444
2021-04-08,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",10.2364583333333
2021-04-09,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",9.51174825174825
2021-04-10,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",7.69776223776224
2021-04-11,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",3.76323943661972
2021-04-12,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",2.34173611111111
2021-04-13,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",2.19685314685315
2021-04-14,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",2.35576388888889
2021-04-15,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",1.95035211267606
2021-04-16,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",2.00027972027972
2021-04-17,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",2.458125
2021-04-18,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",2.48680555555556
2021-04-19,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",2.81875
2021-04-20,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",3.08216783216783
2021-04-21,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",2.81298611111111
2021-04-22,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",2.91180555555556
2021-04-23,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",3.3058041958042
2021-04-24,"bvre","vera4cast","P1D",1.5,"Chla_ugL_mean",4.44777777777778
